Tries,outcome
4006,Two pair
4007,One pair
4008,One pair
4009,High card
4010,One pair
4011,Two pair
4012,One pair
4013,Two pair
4014,One pair
4015,Two pair
4016,One pair
4017,Two pair
4018,One pair
4019,One pair
4020,Straight
4021,One pair
4022,Flush
4023,High card
4024,High card
4025,Straight
4026,Full house
4027,Two pair
4028,One pair
4029,One pair
4030,Two pair
4031,High card
4032,Three of a kind
4033,Two pair
4034,High card
4035,Full house
4036,One pair
4037,High card
4038,Two pair
4039,High card
4040,Straight
4041,Three of a kind
4042,Two pair
4043,One pair
4044,One pair
4045,Two pair
4046,Flush
4047,Two pair
4048,One pair
4049,Two pair
4050,One pair
4051,One pair
4052,One pair
4053,One pair
4054,One pair
4055,Two pair
4056,High card
4057,Two pair
4058,One pair
4059,One pair
4060,High card
4061,Two pair
4062,One pair
4063,High card
4064,Straight
4065,One pair
4066,High card
4067,Two pair
4068,One pair
4069,Three of a kind
4070,Two pair
4071,One pair
4072,One pair
4073,One pair
4074,Three of a kind
4075,One pair
4076,One pair
4077,One pair
4078,High card
4079,One pair
4080,Two pair
4081,Three of a kind
4082,High card
4083,One pair
4084,One pair
4085,Straight
4086,Two pair
4087,One pair
4088,One pair
4089,Two pair
4090,One pair
4091,One pair
4092,High card
4093,One pair
4094,One pair
4095,Two pair
4096,One pair
4097,One pair
4098,One pair
4099,One pair
4100,High card
4101,One pair
4102,One pair
4103,One pair
4104,One pair
4105,High card
4106,One pair
4107,One pair
4108,One pair
4109,One pair
4110,High card
4111,Straight
4112,One pair
4113,Straight
4114,One pair
4115,High card
4116,High card
4117,Three of a kind
4118,Straight
4119,Full house
4120,Two pair
4121,Two pair
4122,One pair
4123,Two pair
4124,One pair
4125,One pair
4126,One pair
4127,Flush
4128,One pair
4129,Two pair
4130,One pair
4131,Two pair
4132,Three of a kind
4133,High card
4134,High card
4135,High card
4136,One pair
4137,One pair
4138,One pair
4139,Two pair
4140,Two pair
4141,Straight
4142,Two pair
4143,One pair
4144,Two pair
4145,High card
4146,High card
4147,Straight
4148,Flush
4149,High card
4150,Three of a kind
4151,One pair
4152,One pair
4153,High card
4154,Two pair
4155,Two pair
4156,High card
4157,One pair
4158,Straight
4159,High card
4160,Straight
4161,Two pair
4162,One pair
4163,One pair
4164,One pair
4165,High card
4166,Three of a kind
4167,One pair
4168,High card
4169,One pair
4170,Two pair
4171,Two pair
4172,High card
4173,Two pair
4174,Flush
4175,One pair
4176,One pair
4177,One pair
4178,One pair
4179,Straight
4180,One pair
4181,Two pair
4182,High card
4183,High card
4184,One pair
4185,Two pair
4186,Three of a kind
4187,Straight
4188,One pair
4189,High card
4190,One pair
4191,Two pair
4192,Flush
4193,Two pair
4194,Two pair
4195,High card
4196,One pair
4197,One pair
4198,One pair
4199,Two pair
4200,Three of a kind
4201,One pair
4202,High card
4203,One pair
4204,High card
4205,Two pair
4206,Two pair
4207,Two pair
4208,One pair
4209,One pair
4210,Two pair
4211,One pair
4212,One pair
4213,Straight
4214,Two pair
4215,One pair
4216,One pair
4217,One pair
4218,One pair
4219,Flush
4220,High card
4221,One pair
4222,Flush
4223,High card
4224,High card
4225,Two pair
4226,One pair
4227,Three of a kind
4228,One pair
4229,One pair
4230,One pair
4231,Two pair
4232,One pair
4233,One pair
4234,Two pair
4235,One pair
4236,One pair
4237,High card
4238,Straight
4239,One pair
4240,Two pair
4241,One pair
4242,Two pair
4243,One pair
4244,Two pair
4245,Flush
4246,Two pair
4247,One pair
4248,High card
4249,One pair
4250,Two pair
4251,Straight
4252,One pair
4253,High card
4254,Three of a kind
4255,High card
4256,Two pair
4257,One pair
4258,Two pair
4259,One pair
4260,One pair
4261,High card
4262,One pair
4263,One pair
4264,Two pair
4265,Straight
4266,Full house
4267,One pair
4268,High card
4269,One pair
4270,One pair
4271,One pair
4272,One pair
4273,High card
4274,Two pair
4275,One pair
4276,Two pair
4277,One pair
4278,One pair
4279,One pair
4280,One pair
4281,One pair
4282,Two pair
4283,One pair
4284,One pair
4285,One pair
4286,Two pair
4287,Two pair
4288,High card
4289,High card
4290,One pair
4291,Straight
4292,One pair
4293,Two pair
4294,Two pair
4295,One pair
4296,One pair
4297,One pair
4298,One pair
4299,One pair
4300,One pair
4301,High card
4302,One pair
4303,One pair
4304,High card
4305,High card
4306,One pair
4307,Straight
4308,Two pair
4309,Three of a kind
4310,High card
4311,Two pair
4312,Straight
4313,High card
4314,One pair
4315,One pair
4316,One pair
4317,One pair
4318,Two pair
4319,One pair
4320,One pair
4321,One pair
4322,Two pair
4323,Two pair
4324,Full house
4325,High card
4326,Two pair
4327,One pair
4328,High card
4329,Full house
4330,Two pair
4331,Two pair
4332,Three of a kind
4333,High card
4334,Two pair
4335,Three of a kind
4336,One pair
4337,Two pair
4338,High card
4339,Flush
4340,One pair
4341,Two pair
4342,Straight
4343,One pair
4344,Straight
4345,One pair
4346,Two pair
4347,High card
4348,High card
4349,Straight
4350,One pair
4351,Two pair
4352,One pair
4353,Two pair
4354,Two pair
4355,One pair
4356,Two pair
4357,Flush
4358,One pair
4359,Flush
4360,Flush
4361,One pair
4362,One pair
4363,High card
4364,One pair
4365,One pair
4366,One pair
4367,One pair
4368,High card
4369,One pair
4370,High card
4371,Two pair
4372,Flush
4373,One pair
4374,One pair
4375,Two pair
4376,One pair
4377,High card
4378,One pair
4379,High card
4380,One pair
4381,One pair
4382,High card
4383,High card
4384,One pair
4385,High card
4386,Two pair
4387,High card
4388,One pair
4389,Two pair
4390,One pair
4391,Two pair
4392,One pair
4393,Two pair
4394,High card
4395,One pair
4396,One pair
4397,Two pair
4398,One pair
4399,One pair
4400,High card
4401,One pair
4402,Two pair
4403,One pair
4404,High card
4405,Straight
4406,Two pair
4407,High card
4408,One pair
4409,High card
4410,High card
4411,High card
4412,Two pair
4413,One pair
4414,One pair
4415,Flush
4416,Two pair
4417,Two pair
4418,High card
4419,High card
4420,High card
4421,Two pair
4422,One pair
4423,High card
4424,High card
4425,Full house
4426,One pair
4427,One pair
4428,Two pair
4429,High card
4430,Full house
4431,Three of a kind
4432,Three of a kind
4433,Full house
4434,One pair
4435,Four of a kind
4436,Two pair
4437,Two pair
4438,Straight
4439,Full house
4440,One pair
4441,One pair
4442,High card
4443,One pair
4444,One pair
4445,Two pair
4446,Two pair
4447,High card
4448,One pair
4449,Flush
4450,Three of a kind
4451,One pair
4452,One pair
4453,One pair
4454,Two pair
4455,High card
4456,Two pair
4457,High card
4458,One pair
4459,Two pair
4460,High card
4461,Two pair
4462,Three of a kind
4463,Two pair
4464,Three of a kind
4465,Two pair
4466,Two pair
4467,High card
4468,Flush
4469,Flush
4470,Two pair
4471,One pair
4472,Straight
4473,One pair
4474,One pair
4475,High card
4476,High card
4477,One pair
4478,One pair
4479,One pair
4480,Two pair
4481,One pair
4482,Two pair
4483,Two pair
4484,One pair
4485,Two pair
4486,Straight
4487,One pair
4488,High card
4489,High card
4490,One pair
4491,Two pair
4492,Three of a kind
4493,One pair
4494,Two pair
4495,One pair
4496,One pair
4497,One pair
4498,Flush
4499,High card
4500,One pair
4501,One pair
4502,One pair
4503,Two pair
4504,One pair
4505,High card
4506,Straight
4507,One pair
4508,One pair
4509,Two pair
4510,Two pair
4511,One pair
4512,One pair
4513,Straight
4514,High card
4515,High card
4516,One pair
4517,One pair
4518,Two pair
4519,One pair
4520,One pair
4521,Two pair
4522,One pair
4523,Two pair
4524,One pair
4525,One pair
4526,Two pair
4527,High card
4528,High card
4529,High card
4530,One pair
4531,One pair
4532,Two pair
4533,Two pair
4534,High card
4535,One pair
4536,One pair
4537,Full house
4538,Two pair
4539,Two pair
4540,One pair
4541,One pair
4542,One pair
4543,Straight
4544,High card
4545,High card
4546,High card
4547,Two pair
4548,One pair
4549,One pair
4550,Three of a kind
4551,High card
4552,One pair
4553,One pair
4554,One pair
4555,One pair
4556,Three of a kind
4557,Three of a kind
4558,High card
4559,Two pair
4560,High card
4561,One pair
4562,One pair
4563,One pair
4564,One pair
4565,High card
4566,High card
4567,High card
4568,Three of a kind
4569,Three of a kind
4570,High card
4571,Full house
4572,Two pair
4573,Two pair
4574,High card
4575,Two pair
4576,One pair
4577,One pair
4578,One pair
4579,One pair
4580,One pair
4581,High card
4582,One pair
4583,One pair
4584,Flush
4585,High card
4586,Two pair
4587,One pair
4588,One pair
4589,Three of a kind
4590,One pair
4591,Two pair
4592,One pair
4593,One pair
4594,Three of a kind
4595,High card
4596,One pair
4597,One pair
4598,One pair
4599,One pair
4600,Two pair
4601,One pair
4602,High card
4603,One pair
4604,One pair
4605,Full house
4606,Two pair
4607,Two pair
4608,Two pair
4609,One pair
4610,One pair
4611,One pair
4612,One pair
4613,One pair
4614,Two pair
4615,One pair
4616,One pair
4617,One pair
4618,One pair
4619,High card
4620,One pair
4621,One pair
4622,One pair
4623,High card
4624,High card
4625,High card
4626,Two pair
4627,One pair
4628,Full house
4629,One pair
4630,Flush
4631,One pair
4632,Straight
4633,One pair
4634,One pair
4635,One pair
4636,One pair
4637,Two pair
4638,One pair
4639,Two pair
4640,One pair
4641,High card
4642,One pair
4643,One pair
4644,One pair
4645,Two pair
4646,One pair
4647,One pair
4648,One pair
4649,One pair
4650,One pair
4651,One pair
4652,Two pair
4653,Two pair
4654,Two pair
4655,Full house
4656,High card
4657,One pair
4658,One pair
4659,One pair
4660,One pair
4661,Three of a kind
4662,One pair
4663,High card
4664,Two pair
4665,One pair
4666,High card
4667,Two pair
4668,One pair
4669,Two pair
4670,One pair
4671,High card
4672,Two pair
4673,High card
4674,Two pair
4675,Two pair
4676,One pair
4677,Two pair
4678,One pair
4679,Two pair
4680,High card
4681,High card
4682,Full house
4683,Straight
4684,One pair
4685,Two pair
4686,Straight
4687,High card
4688,Two pair
4689,One pair
4690,Flush
4691,Two pair
4692,Straight
4693,One pair
4694,One pair
4695,High card
4696,One pair
4697,One pair
4698,One pair
4699,One pair
4700,One pair
4701,One pair
4702,High card
4703,One pair
4704,One pair
4705,One pair
4706,Two pair
4707,One pair
4708,High card
4709,One pair
4710,One pair
4711,High card
4712,Two pair
4713,One pair
4714,Three of a kind
4715,One pair
4716,One pair
4717,One pair
4718,Two pair
4719,One pair
4720,One pair
4721,One pair
4722,Three of a kind
4723,Three of a kind
4724,Three of a kind
4725,One pair
4726,One pair
4727,One pair
4728,One pair
4729,One pair
4730,Two pair
4731,Straight
4732,Two pair
4733,Two pair
4734,High card
4735,One pair
4736,Two pair
4737,One pair
4738,Two pair
4739,One pair
4740,One pair
4741,Two pair
4742,High card
4743,One pair
4744,Two pair
4745,Two pair
4746,One pair
4747,One pair
4748,Full house
4749,High card
4750,Straight
4751,Flush
4752,High card
4753,One pair
4754,High card
4755,Two pair
4756,One pair
4757,One pair
4758,One pair
4759,Two pair
4760,One pair
4761,Two pair
4762,One pair
4763,One pair
4764,Flush
4765,Two pair
4766,One pair
4767,Three of a kind
4768,High card
4769,Two pair
4770,One pair
4771,Two pair
4772,Two pair
4773,High card
4774,High card
4775,High card
4776,High card
4777,Two pair
4778,One pair
4779,Two pair
4780,Two pair
4781,One pair
4782,High card
4783,Two pair
4784,Two pair
4785,One pair
4786,One pair
4787,Three of a kind
4788,High card
4789,Two pair
4790,One pair
4791,Two pair
4792,One pair
4793,One pair
4794,One pair
4795,One pair
4796,Two pair
4797,High card
4798,One pair
4799,One pair
4800,One pair
4801,One pair
4802,Full house
4803,Two pair
4804,High card
4805,Two pair
4806,Two pair
4807,One pair
4808,One pair
4809,High card
4810,One pair
4811,High card
4812,Straight
4813,High card
4814,Three of a kind
4815,One pair
4816,Flush
4817,Two pair
4818,Two pair
4819,Flush
4820,One pair
4821,One pair
4822,High card
4823,One pair
4824,One pair
4825,Two pair
4826,One pair
4827,One pair
4828,One pair
4829,Two pair
4830,High card
4831,Two pair
4832,Two pair
4833,One pair
4834,One pair
4835,Two pair
4836,High card
4837,Three of a kind
4838,One pair
4839,One pair
4840,High card
4841,High card
4842,One pair
4843,One pair
4844,One pair
4845,Two pair
4846,One pair
4847,One pair
4848,Three of a kind
4849,Two pair
4850,One pair
4851,One pair
4852,Two pair
4853,One pair
4854,One pair
4855,One pair
4856,Straight
4857,One pair
4858,One pair
4859,Three of a kind
4860,One pair
4861,One pair
4862,High card
4863,Flush
4864,One pair
4865,One pair
4866,Two pair
4867,Two pair
4868,Two pair
4869,One pair
4870,Two pair
4871,Full house
4872,Two pair
4873,One pair
4874,High card
4875,High card
4876,One pair
4877,One pair
4878,Three of a kind
4879,Two pair
4880,One pair
4881,One pair
4882,High card
4883,High card
4884,One pair
4885,One pair
4886,One pair
4887,One pair
4888,High card
4889,One pair
4890,Two pair
4891,Flush
4892,Two pair
4893,Flush
4894,Two pair
4895,Two pair
4896,Two pair
4897,Flush
4898,Two pair
4899,One pair
4900,One pair
4901,Two pair
4902,One pair
4903,Full house
4904,Two pair
4905,Two pair
4906,Flush
4907,Four of a kind
4908,Two pair
4909,Full house
4910,One pair
4911,One pair
4912,High card
4913,One pair
4914,One pair
4915,One pair
4916,One pair
4917,One pair
4918,One pair
4919,One pair
4920,High card
4921,Two pair
4922,One pair
4923,High card
4924,Three of a kind
4925,Two pair
4926,One pair
4927,Flush
4928,Two pair
4929,One pair
4930,One pair
4931,One pair
4932,One pair
4933,One pair
4934,Two pair
4935,One pair
4936,High card
4937,One pair
4938,One pair
4939,One pair
4940,One pair
4941,Two pair
4942,Three of a kind
4943,One pair
4944,High card
4945,One pair
4946,High card
4947,Two pair
4948,Two pair
4949,Straight
4950,One pair
4951,Three of a kind
4952,One pair
4953,One pair
4954,Two pair
4955,One pair
4956,Two pair
4957,Flush
4958,Two pair
4959,One pair
4960,One pair
4961,One pair
4962,Two pair
4963,One pair
4964,High card
4965,High card
4966,Two pair
4967,Three of a kind
4968,Flush
4969,One pair
4970,One pair
4971,One pair
4972,High card
4973,One pair
4974,One pair
4975,High card
4976,Flush
4977,One pair
4978,High card
4979,Straight
4980,One pair
4981,One pair
4982,High card
4983,One pair
4984,Two pair
4985,High card
4986,Straight
4987,Two pair
4988,Two pair
4989,Two pair
4990,Two pair
4991,High card
4992,One pair
4993,Three of a kind
4994,One pair
4995,One pair
4996,High card
4997,Two pair
4998,High card
4999,One pair
5000,Four of a kind
5001,High card
5002,Two pair
5003,One pair
5004,One pair
5005,High card
5006,Two pair
5007,One pair
5008,One pair
5009,High card
5010,One pair
5011,One pair
5012,High card
5013,One pair
5014,Two pair
5015,Flush
5016,One pair
5017,High card
5018,High card
5019,High card
5020,Full house
5021,High card
5022,High card
5023,Two pair
5024,One pair
5025,Two pair
5026,One pair
5027,High card
5028,One pair
5029,High card
5030,One pair
5031,Three of a kind
5032,High card
5033,Two pair
5034,One pair
5035,One pair
5036,Two pair
5037,One pair
5038,Straight
5039,One pair
5040,Straight
5041,One pair
5042,Straight
5043,Two pair
5044,One pair
5045,One pair
5046,Two pair
5047,Two pair
5048,One pair
5049,High card
5050,Two pair
5051,One pair
5052,Three of a kind
5053,High card
5054,One pair
5055,Flush
5056,Straight
5057,One pair
5058,High card
5059,Full house
5060,One pair
5061,Full house
5062,High card
5063,One pair
5064,High card
5065,Two pair
5066,One pair
5067,One pair
5068,One pair
5069,One pair
5070,One pair
5071,One pair
5072,Two pair
5073,High card
5074,Straight
5075,Two pair
5076,Two pair
5077,High card
5078,One pair
5079,Three of a kind
5080,Two pair
5081,High card
5082,High card
5083,Straight
5084,Two pair
5085,One pair
5086,One pair
5087,Two pair
5088,One pair
5089,Two pair
5090,Straight
5091,Two pair
5092,Flush
5093,High card
5094,High card
5095,Full house
5096,One pair
5097,Straight
5098,High card
5099,Three of a kind
5100,High card
5101,One pair
5102,Three of a kind
5103,Flush
5104,One pair
5105,One pair
5106,One pair
5107,One pair
5108,One pair
5109,High card
5110,One pair
5111,Two pair
5112,One pair
5113,Two pair
5114,One pair
5115,Two pair
5116,Two pair
5117,Two pair
5118,High card
5119,Two pair
5120,One pair
5121,Two pair
5122,One pair
5123,High card
5124,High card
5125,Two pair
5126,One pair
5127,One pair
5128,Two pair
5129,One pair
5130,Two pair
5131,High card
5132,One pair
5133,High card
5134,One pair
5135,High card
5136,One pair
5137,Two pair
5138,High card
5139,One pair
5140,One pair
5141,Two pair
5142,One pair
5143,Two pair
5144,Two pair
5145,High card
5146,One pair
5147,Straight
5148,Two pair
5149,Full house
5150,Four of a kind
5151,Straight
5152,Three of a kind
5153,High card
5154,Two pair
5155,Two pair
5156,High card
5157,One pair
5158,One pair
5159,Two pair
5160,One pair
5161,Straight flush
5162,Full house
5163,One pair
5164,One pair
5165,High card
5166,One pair
5167,High card
5168,High card
5169,Two pair
5170,High card
5171,One pair
5172,Two pair
5173,One pair
5174,One pair
5175,Straight
5176,High card
5177,Two pair
5178,One pair
5179,High card
5180,Two pair
5181,One pair
5182,Two pair
5183,Two pair
5184,Three of a kind
5185,One pair
5186,High card
5187,One pair
5188,Three of a kind
5189,One pair
5190,One pair
5191,High card
5192,One pair
5193,High card
5194,Two pair
5195,Flush
5196,One pair
5197,One pair
5198,Flush
5199,Two pair
5200,One pair
5201,Two pair
5202,Two pair
5203,One pair
5204,One pair
5205,One pair
5206,Two pair
5207,High card
5208,One pair
5209,High card
5210,High card
5211,Flush
5212,Two pair
5213,Flush
5214,One pair
5215,Two pair
5216,Two pair
5217,Straight
5218,High card
5219,One pair
5220,One pair
5221,High card
5222,One pair
5223,One pair
5224,One pair
5225,Three of a kind
5226,High card
5227,High card
5228,High card
5229,One pair
5230,One pair
5231,One pair
5232,One pair
5233,High card
5234,Two pair
5235,Two pair
5236,Two pair
5237,One pair
5238,Straight
5239,Full house
5240,One pair
5241,One pair
5242,Two pair
5243,One pair
5244,High card
5245,Two pair
5246,One pair
5247,One pair
5248,Two pair
5249,Two pair
5250,One pair
5251,High card
5252,One pair
5253,One pair
5254,High card
5255,One pair
5256,Two pair
5257,High card
5258,One pair
5259,Two pair
5260,Straight
5261,One pair
5262,Three of a kind
5263,One pair
5264,One pair
5265,Three of a kind
5266,Two pair
5267,One pair
5268,One pair
5269,One pair
5270,Full house
5271,One pair
5272,Two pair
5273,One pair
5274,One pair
5275,Straight
5276,Two pair
5277,One pair
5278,Two pair
5279,High card
5280,Full house
5281,One pair
5282,One pair
5283,Two pair
5284,High card
5285,One pair
5286,One pair
5287,One pair
5288,One pair
5289,High card
5290,Two pair
5291,Flush
5292,Flush
5293,High card
5294,One pair
5295,Two pair
5296,One pair
5297,One pair
5298,Two pair
5299,One pair
5300,One pair
5301,Flush
5302,Two pair
5303,High card
5304,One pair
5305,One pair
5306,One pair
5307,High card
5308,Two pair
5309,One pair
5310,Two pair
5311,Two pair
5312,Two pair
5313,One pair
5314,Two pair
5315,One pair
5316,Straight
5317,One pair
5318,One pair
5319,One pair
5320,Straight
5321,Straight
5322,Two pair
5323,One pair
5324,Two pair
5325,Flush
5326,One pair
5327,One pair
5328,One pair
5329,Two pair
5330,One pair
5331,High card
5332,One pair
5333,One pair
5334,One pair
5335,Two pair
5336,One pair
5337,One pair
5338,High card
5339,Two pair
5340,One pair
5341,One pair
5342,One pair
5343,One pair
5344,One pair
5345,Flush
5346,One pair
5347,Two pair
5348,One pair
5349,Three of a kind
5350,Two pair
5351,One pair
5352,One pair
5353,High card
5354,One pair
5355,Flush
5356,One pair
5357,Two pair
5358,High card
5359,High card
5360,Two pair
5361,High card
5362,Flush
5363,One pair
5364,Two pair
5365,Two pair
5366,One pair
5367,High card
5368,Three of a kind
5369,High card
5370,High card
5371,One pair
5372,High card
5373,One pair
5374,Two pair
5375,High card
5376,Two pair
5377,Two pair
5378,High card
5379,Two pair
5380,One pair
5381,One pair
5382,Flush
5383,Two pair
5384,One pair
5385,One pair
5386,Two pair
5387,Straight flush
5388,Straight
5389,Two pair
5390,High card
5391,Two pair
5392,One pair
5393,One pair
5394,Two pair
5395,Flush
5396,Straight
5397,One pair
5398,One pair
5399,One pair
5400,One pair
5401,High card
5402,One pair
5403,One pair
5404,High card
5405,One pair
5406,One pair
5407,Two pair
5408,Two pair
5409,Two pair
5410,Two pair
5411,High card
5412,One pair
5413,One pair
5414,One pair
5415,One pair
5416,High card
5417,Royal flush
5418,High card
5419,Two pair
5420,One pair
5421,One pair
5422,Two pair
5423,Two pair
5424,Two pair
5425,Two pair
5426,High card
5427,One pair
5428,Flush
5429,Straight
5430,High card
5431,One pair
5432,High card
5433,One pair
5434,One pair
5435,High card
5436,One pair
5437,One pair
5438,Two pair
5439,High card
5440,Flush
5441,One pair
5442,High card
5443,One pair
5444,One pair
5445,Three of a kind
5446,One pair
5447,Two pair
5448,Three of a kind
5449,Two pair
5450,Two pair
5451,High card
5452,One pair
5453,High card
5454,One pair
5455,One pair
5456,Two pair
5457,Two pair
5458,High card
5459,One pair
5460,Two pair
5461,Two pair
5462,One pair
5463,Two pair
5464,Straight
5465,One pair
5466,High card
5467,Two pair
5468,One pair
5469,Two pair
5470,Two pair
5471,One pair
5472,High card
5473,Straight
5474,High card
5475,High card
5476,Two pair
5477,One pair
5478,One pair
5479,One pair
5480,Full house
5481,One pair
5482,Two pair
5483,One pair
5484,One pair
5485,One pair
5486,Two pair
5487,Three of a kind
5488,One pair
5489,Two pair
5490,Full house
5491,One pair
5492,One pair
5493,Two pair
5494,Two pair
5495,Two pair
5496,Two pair
5497,High card
5498,High card
5499,High card
5500,Two pair
5501,One pair
5502,Two pair
5503,One pair
5504,One pair
5505,One pair
5506,One pair
5507,One pair
5508,Two pair
5509,Three of a kind
5510,One pair
5511,One pair
5512,High card
5513,High card
5514,Three of a kind
5515,Two pair
5516,Two pair
5517,Three of a kind
5518,One pair
5519,Two pair
5520,One pair
5521,Two pair
5522,One pair
5523,One pair
5524,Straight
5525,Two pair
5526,One pair
5527,One pair
5528,Two pair
5529,Three of a kind
5530,One pair
5531,High card
5532,High card
5533,Straight
5534,One pair
5535,One pair
5536,One pair
5537,One pair
5538,Two pair
5539,Three of a kind
5540,One pair
5541,One pair
5542,Two pair
5543,Three of a kind
5544,Two pair
5545,High card
5546,One pair
5547,One pair
5548,High card
5549,One pair
5550,One pair
5551,One pair
5552,High card
5553,One pair
5554,One pair
5555,High card
5556,One pair
5557,Two pair
5558,One pair
5559,High card
5560,One pair
5561,One pair
5562,Two pair
5563,High card
5564,Three of a kind
5565,One pair
5566,Three of a kind
5567,One pair
5568,Two pair
5569,Full house
5570,Straight
5571,One pair
5572,Two pair
5573,One pair
5574,One pair
5575,One pair
5576,Two pair
5577,One pair
5578,One pair
5579,Two pair
5580,Two pair
5581,Two pair
5582,Two pair
5583,One pair
5584,One pair
5585,High card
5586,Three of a kind
5587,Two pair
5588,One pair
5589,One pair
5590,One pair
5591,One pair
5592,One pair
5593,Two pair
5594,Flush
5595,One pair
5596,High card
5597,One pair
5598,One pair
5599,Two pair
5600,High card
5601,One pair
5602,Two pair
5603,One pair
5604,Three of a kind
5605,Two pair
5606,One pair
5607,High card
5608,One pair
5609,One pair
5610,One pair
5611,Two pair
5612,Two pair
5613,Two pair
5614,One pair
5615,Two pair
5616,Four of a kind
5617,Full house
5618,High card
5619,High card
5620,One pair
5621,One pair
5622,Two pair
5623,High card
5624,Three of a kind
5625,Flush
5626,One pair
5627,One pair
5628,One pair
5629,High card
5630,High card
5631,One pair
5632,Straight
5633,High card
5634,One pair
5635,Flush
5636,Straight
5637,Two pair
5638,Two pair
5639,High card
5640,Three of a kind
5641,Straight
5642,One pair
5643,Straight
5644,Full house
5645,Two pair
5646,High card
5647,One pair
5648,Two pair
5649,Two pair
5650,Two pair
5651,Two pair
5652,One pair
5653,High card
5654,One pair
5655,Straight
5656,One pair
5657,One pair
5658,Flush
5659,Two pair
5660,One pair
5661,One pair
5662,High card
5663,One pair
5664,Two pair
5665,One pair
5666,One pair
5667,Straight
5668,One pair
5669,High card
5670,Full house
5671,One pair
5672,High card
5673,Two pair
5674,One pair
5675,Two pair
5676,High card
5677,One pair
5678,One pair
5679,One pair
5680,One pair
5681,Two pair
5682,Straight
5683,High card
5684,One pair
5685,Two pair
5686,Two pair
5687,One pair
5688,High card
5689,One pair
5690,Full house
5691,One pair
5692,High card
5693,One pair
5694,Two pair
5695,One pair
5696,Two pair
5697,Full house
5698,One pair
5699,One pair
5700,One pair
5701,Two pair
5702,One pair
5703,Straight
5704,One pair
5705,Two pair
5706,High card
5707,High card
5708,Flush
5709,One pair
5710,One pair
5711,One pair
5712,One pair
5713,Straight flush
5714,One pair
5715,Two pair
5716,High card
5717,Flush
5718,High card
5719,One pair
5720,Two pair
5721,Two pair
5722,One pair
5723,Flush
5724,Flush
5725,One pair
5726,Flush
5727,Three of a kind
5728,Two pair
5729,Two pair
5730,High card
5731,One pair
5732,One pair
5733,Two pair
5734,High card
5735,Straight
5736,High card
5737,One pair
5738,Two pair
5739,One pair
5740,Flush
5741,High card
5742,Two pair
5743,Flush
5744,One pair
5745,Two pair
5746,One pair
5747,One pair
5748,One pair
5749,High card
5750,One pair
5751,One pair
5752,Two pair
5753,Straight
5754,One pair
5755,Straight
5756,One pair
5757,Two pair
5758,Two pair
5759,One pair
5760,Two pair
5761,One pair
5762,Straight
5763,One pair
5764,One pair
5765,One pair
5766,One pair
5767,One pair
5768,One pair
5769,Two pair
5770,Two pair
5771,One pair
5772,Three of a kind
5773,Two pair
5774,Two pair
5775,Two pair
5776,One pair
5777,Two pair
5778,Two pair
5779,Three of a kind
5780,High card
5781,One pair
5782,One pair
5783,One pair
5784,One pair
5785,High card
5786,One pair
5787,High card
5788,One pair
5789,High card
5790,One pair
5791,Two pair
5792,Straight
5793,One pair
5794,One pair
5795,Two pair
5796,One pair
5797,Two pair
5798,One pair
5799,One pair
5800,Two pair
5801,One pair
5802,One pair
5803,Full house
5804,One pair
5805,One pair
5806,One pair
5807,One pair
5808,Flush
5809,One pair
5810,One pair
5811,One pair
5812,One pair
5813,Two pair
5814,One pair
5815,Three of a kind
5816,One pair
5817,One pair
5818,High card
5819,Straight
5820,One pair
5821,Flush
5822,Two pair
5823,Two pair
5824,One pair
5825,Two pair
5826,High card
5827,Two pair
5828,Two pair
5829,High card
5830,One pair
5831,One pair
5832,Three of a kind
5833,Two pair
5834,High card
5835,High card
5836,One pair
5837,Two pair
5838,Flush
5839,High card
5840,High card
5841,Two pair
5842,One pair
5843,Two pair
5844,One pair
5845,Straight
5846,One pair
5847,Two pair
5848,One pair
5849,Two pair
5850,Two pair
5851,One pair
5852,One pair
5853,One pair
5854,One pair
5855,One pair
5856,High card
5857,Two pair
5858,High card
5859,High card
5860,Two pair
5861,Full house
5862,High card
5863,High card
5864,Two pair
5865,One pair
5866,One pair
5867,One pair
5868,One pair
5869,One pair
5870,One pair
5871,Two pair
5872,Two pair
5873,One pair
5874,One pair
5875,One pair
5876,One pair
5877,Three of a kind
5878,Straight
5879,One pair
5880,One pair
5881,One pair
5882,One pair
5883,Two pair
5884,High card
5885,One pair
5886,One pair
5887,High card
5888,Two pair
5889,Straight
5890,Full house
5891,Two pair
5892,Two pair
5893,Two pair
5894,Straight
5895,Three of a kind
5896,Two pair
5897,One pair
5898,One pair
5899,Full house
5900,High card
5901,Flush
5902,One pair
5903,High card
5904,High card
5905,Two pair
5906,Two pair
5907,One pair
5908,One pair
5909,Three of a kind
5910,Two pair
5911,Two pair
5912,One pair
5913,One pair
5914,Two pair
5915,High card
5916,One pair
5917,High card
5918,Two pair
5919,One pair
5920,One pair
5921,One pair
5922,Two pair
5923,Two pair
5924,Three of a kind
5925,One pair
5926,High card
5927,High card
5928,One pair
5929,One pair
5930,High card
5931,Straight
5932,One pair
5933,High card
5934,Two pair
5935,Full house
5936,High card
5937,Straight
5938,One pair
5939,High card
5940,Two pair
5941,One pair
5942,Two pair
5943,One pair
5944,One pair
5945,One pair
5946,Flush
5947,One pair
5948,One pair
